text,text_clean,label
"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",i got like lt gt i can get some more later though get whatever you feel like,0
Shall i send that exe to your mail id.,shall i send that exe to your mail id,0
"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",he has lots of used ones babe but the model doesn t help youi have to bring it over and he ll match it up,0
Its normally hot mail. Com you see!,its normally hot mail com you see,0
Erm. I thought the contract ran out the4th of october.,erm i thought the contract ran out the [num] th of october,0
He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,he fucking chickened out he messaged me he would be late and woould buzz me and then i didn t hear a word from him,0
Ok lor.,ok lor,0
I wait 4 ü inside da car park...,i wait [num] inside da car park,0
Update your face book status frequently :),update your face book status frequently,0
Hi.:)technical support.providing assistance to us customer through call and email:),hi technical support providing assistance to us customer through call and email,0
Yes:)from last week itself i'm taking live call.,yes from last week itself i m taking live call,0
I'm not. She lip synced with shangela.,i m not she lip synced with shangela,0
Ugh my leg hurts. Musta overdid it on mon.,ugh my leg hurts musta overdid it on mon,0
Ill be at yours in about 3 mins but look out for me,ill be at yours in about [num] mins but look out for me,0
Great. So should i send you my account number.,great so should i send you my account number,0
"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",ok that would b lovely if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about,0
The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,the whole car appreciated the last two dad and are having a map reading semi argument but apart from that things are going ok p,0
"Trust me. Even if isn't there, its there.",trust me even if isn t there its there,0
"2 celebrate my bday, y else?",[num] celebrate my b day y else,0
"Ask g or iouri, I've told the story like ten times already",ask g or iouri i ve told the story like ten times already,0
"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",i can make it up there squeezed lt gt bucks out of my dad,0
Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,hey sexy buns what of that day no word from you this morning on ym i think of you,0
In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),in xam hall boy asked girl tell me the starting term for dis answer i can den manage on my own after lot of hesitation n lookin around silently she said the intha ponnungale ipaditan,0
Shall i start from hear.,shall i start from hear,0
Why you keeping me away like this,why you keeping me away like this,0
Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,its a valentine game send dis msg to all ur friends if [num] answers r d same then someone really loves u ques which colour suits me the best rply me,0
Its a great day. Do have yourself a beautiful one.,its a great day do have yourself a beautiful one,0
"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",you are being contacted by our dating service by someone you know to find out who it is call from your mobile or landline [num] pobox [num] ldns [num],1
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,i don t run away frm u i walk slowly amp it kills me that u don t care enough to stop me,0
Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,your gonna have to pick up a [num] burger for yourself on your way home i can t even move pain is killing me,0
Have you got Xmas radio times. If not i will get it now,have you got xmas radio times if not i will get it now,0
Lemme know when you're here,lemme know when you re here,0
You have 1 new voicemail. Please call 08719181503,you have [num] new voicemail please call [num],1
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,sorry u can not unsubscribe yet the mob offer package has a min term of [num] weeks pls resubmit request after expiry reply themob help [num] more info,1
I donno if they are scorable,i donno if they are scorable,0
Thank You meet you monday,thank you meet you monday,0
"Yo, the game almost over? Want to go to walmart soon",yo the game almost over want to go to walmart soon,0
Mm so you asked me not to call radio,mm so you asked me not to call radio,0
Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,babe what are you doing where are you who are you talking to do you think of me are you being a good boy are you missing me do you love me,0
Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,boo i m on my way to my moms she s making tortilla soup yummmm,0
Yesterday its with me only . Now am going home.,yesterday its with me only now am going home,0
Beauty sleep can help ur pimples too.,beauty sleep can help ur pimples too,0
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",themob check out our newest selection of content games tones gossip babes and sport keep your mobile fit and funky text wap to [num],1
I'm in office now da:)where are you?,i m in office now da where are you,0
I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,i love u [num] babe r u sure everything is alrite is he being an idiot txt bak girlie,0
Dunno lei he neva say...,dunno lei he neva say,0
"I've got  &lt;#&gt; , any way I could pick up?",i ve got lt gt any way i could pick up,0
"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",i dun thk i ll quit yet hmmm can go jazz yogasana oso can we can go meet em after our lessons den,0
No she didnt. I will search online and let you know.,no she didnt i will search online and let you know,0
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,call [num] listen to extreme dirty live chat going on in the office right now total privacy no one knows your [sic] listening [num] p min [num] [num] mp [num],1
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",good afternoon sunshine how dawns that day are we refreshed and happy to be alive do we breathe in the air and smile i think of you my love as always,0
Pls send me the correct name da.,pls send me the correct name da,0
Ok no prob... I'll come after lunch then...,ok no prob i ll come after lunch then,0
Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,ha both of us doing e same thing but i got tv [num] watch u can thk of where [num] go tonight or u already haf smth in mind,0
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",as i entered my cabin my pa said happy b day boss i felt special she askd me [num] lunch after lunch she invited me to her apartment we went there,0
am up to my eyes in philosophy,am up to my eyes in philosophy,0
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,pls give her the food preferably pap very slowly with loads of sugar you can take up to an hour to give it and then some water very very slowly,0
Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,check mail i have mailed varma and kept copy to you regarding membership take care insha allah,0
Thanks chikku..:-) gud nyt:-*,thanks chikku gud nyt,0
Our Prasanth ettans mother passed away last night. Just pray for her and family.,our prasanth ettans mother passed away last night just pray for her and family,0
